"Season","Adjusted.Temo","Adjusted.Offensive.Efficiency","Adjusted.Defensive.Efficiency","Avg.Possession.Length..Offense.","Avg.Possession.Length..Defense.","eFGPct","TOPct","ORPct","FTRate","OffFT","Off2PtFG","Off3PtFG","DefFT","Def2PtFG","Def3PtFG","Tempo","AdjTempo","OE","AdjOE","DE","AdjDE","AdjEM","Pre.Tournament.Tempo","Pre.Tournament.AdjTempo","Pre.Tournament.OE","Pre.Tournament.AdjOE","Pre.Tournament.DE","Pre.Tournament.AdjDE","Pre.Tournament.AdjEM","FG2Pct","FG3Pct","FTPct","BlockPct","OppFG2Pct","OppFG3Pct","OppFTPct","OppBlockPct","FG3Rate","OppFG3Rate","ARate","OppARate","StlRate","OppStlRate","AvgHeight","CenterHeight","PFHeight","SFHeight","SGHeight","PGHeight","EffectiveHeight","Experience","Bench","CenterPts","PFPts","SFPts","SGPts","PGPts","CenterOR","PFOR","SFOR","SGOR","PGOR","CenterDR","PFDR","SFDR","SGDR","PGDR","Net.Rating","Seed","Post.Season.Tournament.Sorting.Index","Final.Four."
2015,64.2,122.7,92,17.8,19,55.3333,16.254,32.5153,41.7949,21.6412,42.8468,35.512,18.5135,55.0844,26.4022,64.987,64.1662,117.151,122.65,93.1631,91.9985,30.6513,65.0568,63.8347,116.619,122.473,92.9741,91.5163,30.9562,53.0099,38.9486,73.1288,10.961,45.3453,30.538,68.0067,8.6253,42.9231,32.1792,62.2271,53.9523,0.118,0.0832,77.38,0.5,-0.37,0.84,0.63,2,0.13,1.89,31.54,19.21,21.79,21.75,19.01,18.24,41.98,17.51,19.4,9.45,11.66,35.94,18.87,17.44,12.2,15.55,30.7,"1",1,"No"
2024,67,125.2,94.6,18,17.2,55.8098591549296,16.4428406681299,37.6582278481013,41.2852112676056,21.0214886328247,49.2681407661165,29.7103706010589,14.3441099962839,54.3292456335935,31.3266443701226,68.2792,66.9833,119.292,125.225,100.276,94.6075,30.6175,68.986,67.3768,119.453,124.99,100.728,95.8716,29.1188,53.3018867924528,40.3553299492386,71.9616204690832,9.2749836708034,47.7465708687133,31.4669652855543,72.2846441947566,6.46900269541779,34.6830985915493,36.8399339933993,64.9233543733093,54.8418972332016,0.0788661136118448,0.0978386220750716,78.08,5.45,0.89,0.13,-0.96,-0.75,3.17,2.44299,27.34,33.47,12.93,16.61,19.28,17.68,50.72,22.48,13.8,5.01,7.96,34.17,17.73,15.61,11.3,21.16,30.6,"1",1,"Yes"
2014,67.2,118.9,88.5,16.2,18.2,53.5394,15.3169,37.1492,41.2186,20.2802,50.9006,28.8192,22.9204,54.5133,22.5664,68.9929,67.2139,117.365,118.934,88.5935,88.5284,30.4054,69.1489,67.4981,118.693,119.102,88.0889,88.5345,30.5677,52.657,36.7816,66.087,12.455,44.3485,28.6195,68.0683,7.1084,35.0806,29.9546,54.0438,49.2366,0.1449,0.0662,76.36,0.39,0.68,0.71,-1.94,-1.48,1.08,1.92,33.91,9.32,23.38,21.85,21.72,23.73,38.93,29.38,12.59,10.35,8.75,22.67,26.9,20.03,18.06,12.35,30.4,"4",1,"No"
2025,75.3,126.8,96.5,14.9,16.7,56.6005904681569,16.5599304412303,33.7252020573108,39.3083087304935,20,45.1266766020864,34.8733233979136,19.7539075490522,53.8077818423678,26.43831060858,76.0703,75.2702,118.434,126.814,106.226,96.4694,30.345,76.2512,74.8553,118.725,126.511,106.121,96.5798,29.9317,59.7474348855564,35.3260869565217,71.9957081545064,10.1212121212121,49.030303030303,30.3550973654066,70.9677419354839,12.0757695343331,46.5626318009279,34.6016646848989,55.4489973844813,44.6927374301676,0.0805045658976656,0.101689977975999,78.07,1.61,3.1,0.21,-0.47,-0.12,2.35,2.98697,38.57,15.78,19.15,18.97,20.78,25.32,29.1,29.93,26.62,9.42,4.92,26.91,29.47,20.19,12.26,11.16,30.3,"2",1,"No"
2014,62.8,116.5,86.4,17.6,19.9,51.7193,15.6909,36.4135,40.9798,20.6934,57.2048,22.1018,22.4719,54.2022,23.3258,64.1264,62.8015,112.455,116.463,89.9936,86.3526,30.1105,64.521,63.1175,112.267,115.193,88.8129,84.7964,30.3964,50.7042,36.3636,65.8621,11.5333,40.2,31.9778,71.6332,7.5544,26.4249,26.5066,57.6305,44.7165,0.0904,0.0722,77.82,2.1,1.61,0.63,0.28,1.08,3.7,1.07,24.51,20.17,22.08,19.67,22.22,15.86,30.71,30.99,22.69,8.9,6.71,25.53,25.39,18.77,14.74,15.57,30.1,"1",1,"No"
2015,58,115.6,85.5,21.1,19.5,50.5688,15.739,34.2557,34.926,20.054,57.0144,22.9317,17.9326,49.3432,32.7242,58.5958,58.0147,110.619,115.593,86.8,85.532,30.0607,58.4807,57.5332,110.716,115.318,85.6441,84.4292,30.8885,49.7255,35.1967,72.6384,13.2776,40.1114,30.7568,64.6091,7.3725,27.4744,36.5724,53.4826,49.4382,0.0926,0.0852,78.28,0.71,1.27,1.47,2.3,2.32,1.99,1.65,33.58,22.14,20.58,22.22,21.34,13.72,40.86,34.94,15.07,5.81,3.31,25.52,21.6,22.24,17.26,13.37,30.1,"2",1,"No"
2012,66.9,118.1,88.1,17.3,18.5,52.0946,17.5483,35.8549,38.1081,20.5973,58.9083,20.4943,17.9597,51.9503,30.09,67.3381,66.8896,110.772,118.126,89.2994,88.0533,30.0726,67.2467,65.7505,110.99,117.705,88.3204,87.8032,29.9016,52.8651,33.3333,70.922,9.3214,45.1902,32.5,69.9499,7.2089,26.8919,34.9345,53.737,47.2619,0.1077,0.0736,77.65,0.5,0.94,2.07,1.31,1.53,1.43,1.27,23.46,26.71,22.31,23.15,15.29,12.55,38.59,25.29,14.83,15.42,5.87,31.55,15.36,18.62,20.3,14.17,30,"2",1,"Yes"
2019,66.6,114.1,84.1,18.3,17.6,53.4834123222749,17.7524849108734,27.4957698815567,32.8909952606635,18.372513562387,51.5732368896926,30.0542495479204,22.8217602830606,44.9358690844759,32.2423706324635,67.3184,66.5872,107.848,114.136,87.7224,84.103,30.0327,67.7066,66.5403,108.08,112.694,87.1746,85.9468,26.7476,52.7757216876388,36.4953886693017,73.1988472622478,15.3592072667217,41.9488026424443,29.7794117647059,69.4481830417227,6.95780903034789,35.9715639810427,40.2565367538234,52.3232323232323,49.5339547270306,0.107991046066145,0.0920643090563894,77.09,0.31,-0.67,0.02,0.07,1.65,-0.18,1.92,24.92,16.67,28.55,16.35,18.6,19.81,48.85,27.84,16.49,5.05,1.71,27.2,26.29,18.61,16.52,11.34,30,"3",1,"Yes"
2017,64.1,122.4,92.5,18.8,17.9,57.5205338809035,17.0380495247783,30.2103250478011,34.958932238193,19.3594818279957,47.0672903922274,33.5732277797769,13.8741134751773,52.7482269503546,33.3776595744681,65.5396,64.0537,117.674,122.419,95.9647,92.5361,29.8834,65.8287,63.9872,117.917,122.753,95.7139,91.9756,30.7772,59.185520361991,36.8920521945433,79.0014684287812,9.00082576383154,49.1329479768786,31.1028500619579,70.3370786516854,6.60633484162896,43.2751540041068,39.990089197225,52.3316062176166,56.9739952718676,0.109772508132278,0.0779851023024678,77.64,-0.9,0.06,0.96,2.18,2.04,-0.42,1.75,24.68,12.98,17.23,20.07,24.88,24.81,38.29,18.93,10.77,21.46,10.51,21.93,19.85,20.25,23.48,14.45,29.9,"1",1,"No"
2023,66.6,120.8,90.9,18.2,17,53.9434204886412,18.8662437702482,38.4382107657316,30.8186883840549,17.8524804177546,47.5848563968668,34.5626631853786,23.7904838064774,52.9388244702119,23.2706917233107,68.3625,66.6199,114.768,120.799,94.0146,90.9361,29.8627,68.5693,66.6901,114.228,119.437,95.0685,94.0686,25.3686,53.6029411764706,36.2795477903392,76.0778859527121,12.7345844504021,44.3699731903485,29.7090352220521,73.4567901234568,7.72058823529412,41.7059579939991,30.4428904428904,63.2162661737523,41.7056074766355,0.091893235063833,0.0967692026386486,78.31,1.41,0.56,0.38,1.64,2.14,0.99,1.74,28.99,30.62,15.25,20.62,18.76,14.69,42.48,19.86,16.23,12.81,8.55,34.24,18.35,19.04,16.78,11.53,29.9,"4",1,"Yes"
2016,70.5,124.4,94.6,15.5,18.6,52.5966,15.3771,40.65855,32.25303,18.6349,61.0692,20.296,18.0422,48.9461,33.0118,70.0716,70.54,118.267,124.433,100.39,94.611,29.8225,70.7158,71.0747,116.284,121.139,98.6807,93.1009,28.0379,53.8913,32.7007,74.6973,11.5309,44.6254,36.2353,69.6552,6.5032,26.7474,35.6394,57.3279,43.7059,0.096,0.0803,77.77,1.21,2.22,2.33,-0.64,-0.15,3.42,1.85,33.87,24.16,23.78,16.27,16.74,19.06,34.59,31.42,21.07,6.02,6.9,34.79,25.04,15.6,11.27,13.3,29.8,"1",1,"Yes"
2021,66.6,117.6,87.9,17.4,18.1,54.6933667083855,16.567829482847,29.6296296296296,30.3504380475595,17.5694771549694,53.2265661799341,29.1097503532737,17.2338090010977,54.1163556531284,28.6498353457739,67.5747,66.6444,111.591,117.596,95.842,87.9246,29.6713,67.547,66.8217,112.349,119.434,96.3266,88.6425,30.7915,53.4531693472091,38.0776340110906,76.9072164948454,10.1123595505618,42.6101987899741,32.1626617375231,76.0290556900726,7.37937559129612,33.8548185231539,31.8610129564193,57.4578469520104,41.9790104947526,0.0631155408870363,0.0731088348608171,77.89,2.83,1.88,1.94,-0.44,-1.32,2.36,2.12,25,26.78,20.29,20.11,17.7,15.06,42.46,18.69,19.94,12.01,6.84,27.1,23.71,23.52,14.4,11.21,29.7,"1",1,"No"
2018,59.4,115.2,85.6,20.9,18.8,52.6843817787419,14.0349179078293,27.0114942528736,24.4577006507592,14.8926850635129,52.6500219010074,32.4572930354796,17.8104575163399,47.0588235294118,35.1307189542484,60.5782,59.393,110.417,115.177,88.9492,85.6461,29.5308,60.5283,59.1912,111.133,116.528,88.0409,84.3753,32.1527,50.1251042535446,38.2945736434108,75.3880266075388,12.2893954410307,42.814667988107,30.9798270893372,73.1543624161074,7.25604670558799,34.9783080260304,40.7516147974163,54.0094339622642,47.6043276661515,0.112279343262634,0.0629151492419934,77.51,0.31,0.18,0.49,1.45,1.11,0.24,1.78,28.98,15.81,19.06,19.67,22.7,22.72,38.33,39.01,11.13,6.45,5.02,23.52,24.86,18.15,19.42,13.99,29.6,"1",1,"No"
2016,69,120,90.4,16.2,18.1,55.7404,17.8443,32.17535,38.56607,19.791,50.9777,29.2313,23.0184,49.96,27.0216,69.2854,68.9936,114.165,120.033,96.0906,90.3618,29.6713,69.2473,68.811,114.369,120.379,96.1366,90.575,29.804,52.6829,41.3448,71.3244,10.5007,43.3936,32.4675,72.327,8.6411,32.7554,32.5199,54.7368,47.4676,0.0938,0.0927,77.25,0.49,1.16,1.5,0.12,-0.88,1.64,1.86,28.81,17.61,22.38,22.45,18.67,18.89,47.48,24.67,13.26,6.65,7.94,32.34,19.89,17.82,13.87,16.08,29.6,"1",1,"No"
2016,61.3,120.6,91,20,18.7,54.7862,15.1172,29.90741,32.07739,18.0503,56.3595,25.5903,19.4869,48.7849,31.7282,61.495,61.3316,115.212,120.637,97.3401,90.9923,29.6448,61.1656,60.6947,114.8,120.224,97.2545,91.1288,29.0952,52.5942,40.2154,75.2381,10.1536,46.2457,34.712,70.1783,5.8991,28.3605,36.6144,57.1577,47.619,0.0872,0.0872,77.9,0.88,0.55,0.22,1.92,2.05,1.44,1.98,31.84,24.06,17.55,21.02,19.71,17.66,42.55,36.34,7.58,7.12,6.41,26.11,22.8,19.71,17.81,13.57,29.6,"1",1,"No"
2013,66,120.8,91.5,15.7,19.7,54.7692,19.2283,38.968,45.865,23.7372,49.0286,27.2342,17.7996,54.2934,27.907,67.1573,66.0288,116.063,120.812,92.2934,91.5051,29.3073,67.5189,65.7072,117.425,122.482,92.2932,92.5582,29.9242,52.024,40.3454,74.3363,9.2527,43.2028,30.4094,70.6927,11.2444,32.3186,32.7429,54.0484,43.3129,0.1052,0.0941,77.48,1.95,1.15,0.95,-0.33,0.34,3.1,1.69,25.49,26.45,20.02,21.82,16.64,15.06,32.4,21.49,27.65,14.48,3.98,29.1,24.32,19.71,13.82,13.06,29.3,"1",1,"No"
2021,70.5,118,88.9,16.8,17.1,55.5525013743815,18.1363247073838,32.20675944334,37.9329301814184,19.0628754505406,56.5478574289147,24.3892671205447,18.1860902255639,53.4774436090226,28.3364661654135,71.2356,70.4525,111.507,117.971,95.508,88.9091,29.0623,71.5738,70.7135,112.127,118.957,95.8562,88.3445,30.6122,55.4160125588697,37.2477064220183,68.9855072463768,6.89381933438986,45.0871632329635,32.8968903436989,68.7388987566607,9.34065934065934,29.9615173172073,32.6214628937533,55.6655665566557,45.0649350649351,0.0788146456419643,0.0931445812132306,77,2.08,-0.77,-1.18,-0.46,0.77,0.66,1.64,28.15,26.97,21.61,17.2,15.83,18.34,49.42,24.28,16.22,3.96,6.06,25.73,20.37,23.21,12.87,17.78,29.1,"1",1,"No"
2018,69.7,122.4,93.6,16.3,17.8,55.9222027972028,17.5018904895298,38.7802971071149,34.5716783216783,18.0070490227491,52.2909323934636,29.7020185837872,14.8680124223602,52.639751552795,32.4922360248447,70.5652,69.67,118.735,122.442,97.7427,93.5841,28.8577,71.0479,70.0021,118.705,122.602,97.3075,93.467,29.1348,56.0054907343857,37.1841155234657,71.0493046776233,12.3911587407904,45.4119223040857,32.0321469575201,72.8136882129278,6.65751544269046,36.3199300699301,36.844331641286,57.6,56.1128526645768,0.104630867056972,0.0798999348435055,79.09,1.95,3.19,1.33,2.37,2.64,2.57,0.67,22.28,25.52,20.63,17.54,20.47,15.8,38.13,38.47,11.63,5.78,5.93,30.55,32.5,16.31,12.62,7.97,28.8,"2",1,"No"
2021,64.4,118.3,89.6,19.3,17.3,50.3727369542066,16.1933325927846,39.8214285714286,31.2566560170394,18.5185185185185,45.8225667527993,35.6589147286822,23.5002751788663,47.1106219042378,29.389102916896,65.3395,64.3684,114.665,118.328,90.0351,89.5795,28.7483,65.975,64.9246,115.808,118.922,88.5559,90.1017,28.8202,48.9871086556169,34.8484848484849,73.2538330494038,14.604462474645,43.4077079107505,29.8657718120805,65.5913978494624,7.2744014732965,42.1725239616613,37.6738305941846,52.1039603960396,53.3003300330033,0.117500401130571,0.0745485738265388,77.11,-1.11,-0.09,0.13,1.7,0.36,-0.6,1.88,29.54,14.26,15.37,20.04,28.19,22.09,29.92,38.6,12.83,14.48,4.08,17.51,28.51,21.71,20.46,11.74,28.7,"2",1,"Yes"
2014,61.3,116.5,88,17.9,20.2,52.1644,17.531,35.4331,42.3152,21.3421,50.6051,28.0528,19.2632,53.1735,27.5632,62.7047,61.3249,111.018,116.533,91.8243,87.9654,28.5673,63.1058,61.5519,111.583,116.216,91.4732,88.4056,27.8106,51.3011,35.865,66.8966,8.6357,43.4688,33.0144,69.3291,8.8476,34.5817,31.2718,53.7566,47.7667,0.1117,0.0889,77.51,-0.27,1.04,1.26,0.84,1.25,0.77,2.02,29.63,21.1,16.26,21.59,22.71,18.33,36.74,30.73,22.85,6.24,3.45,25.68,27.56,17.99,16.05,12.71,28.5,"1",1,"Yes"
2011,68.6,119.7,91.3,16.4,17.6,53.7398,17.2845,34.8467,37.4433,20.7818,50.0501,29.1681,17.7945,60.1504,22.0551,70.4118,68.5837,114.812,119.719,91.9475,91.3029,28.4159,70.7504,69.1256,114.459,118.637,90.8377,89.0891,29.5475,52.451,37.4036,75.3027,9.7064,43.1396,32.4125,65.0382,7.3529,35.2675,24.5479,50.8654,48.8839,0.1033,0.0841,77.78,1.54,2.49,0.66,0.12,1.47,4.03,1.67,29.51,14.57,17.98,20.91,25.61,20.93,34.38,31.34,17.07,9.84,7.37,29.96,26.07,17.4,14.95,11.63,28.4,"1",1,"No"
2025,67.5,118.8,90.4,17.4,17.5,50.8667883211679,16.4052887526122,35.3413654618474,37.728102189781,22.4077940153097,54.2101600556715,23.3820459290188,19.5652173913043,50.7246376811594,29.7101449275362,68.9535,67.4502,112.306,118.828,97.098,90.3508,28.4776,69.2266,67.7098,112.538,118.142,96.7934,90.5691,27.5733,52.9571719918423,31.0679611650485,77.8718258766626,13.1722525331255,49.103663289166,27.9545454545455,71.3656387665198,7.9537729435758,32.8923357664234,40.6842348589921,61.0169491525424,52.6255707762557,0.0765580141788567,0.0859324648946351,77.85,1.96,1.24,-0.58,-0.27,0.88,1.6,1.60988,40.04,16.34,20.3,21.91,23.11,18.32,33.13,34.95,19.11,8.85,3.91,26.15,30.91,15.91,15.42,11.58,28.4,"2",1,"No"
2011,68.4,118.9,90.6,15.6,18.6,56.9767,19.1119,36.876,39.3069,18.9689,54.6693,26.3619,20.7079,51.8308,27.4614,69.9867,68.4386,115.661,118.933,92.2984,90.5573,28.3753,70.5076,68.9821,116.525,119.505,92.4144,90.8029,28.7018,56.8442,38.169,67.8654,10.6844,44.4832,29.7619,73.0273,6.9454,32.3757,34.5521,60.5027,49.652,0.1108,0.086,77.09,0.85,0.61,-1.04,1.12,2.47,1.46,2.01,32.02,25.99,26.9,16.05,15.37,15.69,45.06,31.53,10.97,6.53,5.91,37.62,25.96,12.71,10.95,12.75,28.3,"1",1,"No"
2019,64.8,114.5,86.2,18.5,18.7,51.5937202664129,13.9417640895841,24.6794871794872,27.5451950523311,15.7669902912621,50.7961165048544,33.4368932038835,15.3382761816497,59.4995366079703,25.16218721038,65.1358,64.7841,106.924,114.504,89.6309,86.1819,28.3221,65.2647,64.4257,107.986,115.516,89.8084,86.081,29.4352,51.7814726840855,34.207389749702,70.1208981001727,10.2758620689655,44.2758620689655,29.0529695024077,66.3326653306613,9.58036421219319,39.9143672692674,30.0530631934395,54.4102019128587,45.8080194410693,0.093360027385608,0.0609952178919306,77.71,2.45,0.19,1.18,1.08,-0.44,1.32,1.48,18.24,19.19,25.37,22.33,18.9,14.16,38.48,23.49,26.24,3.76,7.98,26.54,22.31,17.46,13.37,20.28,28.3,"2",1,"No"
2017,71.3,120.7,92.5,15.4,17.7,51.6543402101985,16.2324773054088,41.2516823687752,34.3324250681199,18.912312862817,55.7897952948365,25.2978918423465,19.2544335866811,47.1950778139703,33.5504885993485,72.4375,71.2891,115.379,120.675,97.7324,92.4566,28.218,72.1311,70.6955,116.337,122.075,98.192,94.0654,28.0091,50.9771077610274,35.4755784061697,70.1814058956916,9.58806818181818,46.3068181818182,33.9187705817783,72.6775956284153,9.82691233947515,30.2841572596341,39.2841742130229,59.2094196804037,46.9302809573361,0.095630464125343,0.0857498257655289,77.94,1.36,1.75,2.68,0.33,-0.28,1.56,1.91,36.58,23.48,22.47,22.66,11.42,19.97,46.15,25.46,14.23,10.21,3.95,31.72,22.7,16.88,15.72,12.99,28.2,"1",1,"Yes"
2024,70,120.4,92.4,16.3,17.7,54.2197076850542,15.0725922642137,32.8595317725753,38.2838283828383,20.9350292196631,50.1890684083878,28.8759023719491,25.8469259723965,48.4316185696361,25.7214554579674,70.895,69.9688,117.177,120.38,96.3047,92.3905,27.9896,70.9629,69.7854,117.364,120.584,95.7924,91.682,28.9015,55.052790346908,35.2201257861635,75,15.9259259259259,42.8888888888889,30.23598820059,73.396674584323,8.52187028657617,37.4823196605375,33.4319526627219,61.5841584158416,42.7295918367347,0.103976705993773,0.0939014437850745,77.68,0.95,0.56,1.14,0.35,-0.25,0.76,2.13746,43.34,26.41,20.75,16.19,18.46,18.19,43.39,20.79,20.65,8.94,6.24,33.22,24.13,17.25,13.53,11.88,28,"4",1,"No"
2025,70.5,124.7,96.7,15.7,18.4,56.0352622061483,13.4172918361403,32.5443786982249,30.6509945750452,18.0224867724868,55.8862433862434,26.0912698412698,18.348998774009,50.2656313853698,31.3853698406212,70.401,70.5342,121.219,124.73,98.2171,96.7152,28.0147,70.5386,70.1658,121.239,123.564,97.5072,96.2729,27.2907,57.5221238938053,35.3970390309556,80.3834808259587,8.2670906200318,48.8871224165342,30.224321133412,72.8896103896104,8.23689584751532,33.5895117540687,40.2375296912114,62.3646209386282,49.2537313432836,0.104847699677623,0.0759241963182791,77.32,0.53,0.89,0.3,-0.25,-0.9,0.71,2.98516,31.8,26.59,25.52,14.03,19.43,14.37,39.48,39.28,10.53,6.64,4,23.47,33.25,17.62,13.62,11.98,28,"8",1,"No"
2016,66.5,123.4,95.5,17,18.6,56.2801,17.5822,37.06597,29.98075,16.2549,49.266,34.4791,21.9599,50.7795,27.2606,66.9372,66.5018,118.234,123.442,94.9845,95.4701,27.9717,66.9044,66.3201,118.21,123.022,93.8883,93.3408,29.6807,51.3816,43.4371,72.8732,12.9481,41.6971,31.003,71.4493,8.5885,35.563,32.4938,71.2587,48.708,0.0661,0.0792,77.18,0.48,-0.21,0.18,0.78,0.76,0.27,1.82,40.6,20.79,17.35,21.22,22.44,18.2,41.66,29.79,12.14,10.5,5.91,28.74,26.1,20.74,14.87,9.55,27.9,"2",1,"No"
2013,64,121.9,94,18.9,18.4,54.5579,14.6256,32.5,28.3956,15.4661,54.4492,30.0847,13.9293,56.632,29.4387,63.9858,63.9955,115.299,121.9,97.6874,94.035,27.8647,63.8288,62.8699,115.602,120.868,97.5973,95.8775,24.9907,53.3934,37.8667,70.305,7.3324,47.5559,32.5967,68.5072,8.3102,34.1841,33.5807,51.7536,52.7808,0.0953,0.0835,77.27,0.7,-0.14,1.95,-0.96,-0.65,0.56,0.73,20.35,17.9,19.11,19.45,18.6,24.93,52.47,16.26,13.31,11.18,6.78,31.85,19.17,18.31,16.92,13.75,27.9,"4",1,"Yes"
2025,66.1,125.4,97.5,18,18,54.7273526824978,14.2178202004872,34.1653666146646,29.155672823219,16.839291680588,45.9739391914467,37.1867691279652,19.8578760363206,52.1910777733912,27.9510461902882,66.5401,66.0647,119.485,125.378,100.934,97.4542,27.9239,66.404,65.409,119.883,125.287,100.015,97.2355,28.0517,54.4734758511481,36.6963402571711,76.0180995475113,8.33937635968093,47.9332849891226,32.3731138545953,71.3475177304964,7.91765637371338,44.4591029023747,34.5825426944972,57.1293673276676,46.2653288740245,0.0926554574863213,0.085466671991693,76.54,0.52,-1.09,-0.51,-0.82,-1.42,-0.29,2.62916,29.54,24.27,23.52,17.95,19.38,14.86,49.24,20.99,13.63,9.65,6.46,30.76,20.52,17.39,15.26,16.06,27.9,"3",1,"No"
2012,64.3,114.7,86.9,17.8,19.1,52.7101,19.7582,36.3753,37.7921,20.0302,57.3369,22.633,21.8223,48.9294,29.2483,65.8434,64.2534,108.199,114.725,90.0512,86.8588,27.8665,66.0777,63.9032,108.631,115.088,89.3821,86.2697,28.8179,52.1262,36.1664,69.8684,12.4013,42.4171,29.9301,70.4412,7.476,27.4988,36.0929,59.0625,52.4634,0.1095,0.0955,76.89,-0.19,0.13,1.07,-0.41,0.53,-0.06,1.71,32.34,23.09,25.61,15.32,17.71,18.28,33.04,26.33,23.89,11.8,4.95,22.14,35.67,16.32,12.33,13.53,27.8,"1",1,"No"
2013,63.3,120.5,92.7,17.7,19.1,54.9277,17.2137,37.7841,40.8141,20.8719,54.2438,24.8843,18.4495,46.8106,34.7399,64.9279,63.2605,117.261,120.546,92.4587,92.7335,27.8128,65.0641,62.4727,117.92,120.831,91.5809,91.8845,28.9467,55.0078,36.5025,70.9974,8.0318,42.1006,32.9149,67.87,8.6072,31.5479,38.7568,54.6841,47.6858,0.1205,0.0965,77.56,2.67,1.09,1.57,-0.45,-0.65,3.75,1.76,34.81,31.01,25.06,12.01,18.5,13.43,34.68,27.16,29.62,5.03,3.5,27.83,28.12,19.88,11.71,12.46,27.8,"1",1,"No"
2015,64.7,121.7,93.9,17.5,19.1,57.9169,16.08,33.8983,38.7432,18.7153,54.5139,26.7708,18.7063,53.7587,27.535,65.0126,64.6558,119.271,121.706,94.7442,93.9292,27.7769,64.9509,64.2083,120.007,121.92,93.6311,92.9958,28.9239,56.9666,39.9689,68.8378,8.1911,41.9795,32.967,66.6667,6.4586,31.8159,30.3045,57.0058,43.7576,0.0891,0.085,78.25,2.85,2.86,0.32,0.09,1.79,5.72,2.13,29.42,24.52,25.8,16.89,16.14,16.65,33.37,31.73,22.57,7.56,4.77,27.44,30.49,18.63,11.92,11.52,27.8,"2",1,"No"
2022,63.6,116.8,89.1,18.9,17.8,53.065725628584,16.9482187842758,37.6768428890544,28.9810322011469,15.4008438818565,53.1645569620253,31.4345991561181,22.346618898343,44.6036721898791,33.0497089117779,65.0876,63.6418,113.748,116.779,89.3955,89.0751,27.7036,65.4652,63.8376,114.576,117.348,88.9612,90.8508,26.4976,54.5454545454545,33.8251986379115,66.6666666666667,17.0731707317073,43.3797909407665,28.7719298245614,71.6954022988506,6.34920634920635,38.8619320688134,42.6859710434348,58.53889943074,55.241935483871,0.122203468775511,0.0901500999163607,77.41,0.52,0.76,-0.2,0.72,0.48,0.64,2.25,26.52,23.95,18.49,16.19,21.29,20.03,37.04,32.55,16.4,8.78,5.15,21.7,24.15,17.75,23.15,13.19,27.7,"5",1,"No"
2019,74.3,119.7,92,14.6,17.3,52.8630705394191,17.2076009371018,35.3200883002208,30.207468879668,17.5137584978958,52.1851731952088,30.3010683068954,16.464339908953,45.9028831562974,37.556904400607,75.7909,74.271,112.661,119.698,96.6585,92.0107,27.6872,76.1162,74.2921,112.438,119.872,95.8954,90.701,29.171,52.0671834625323,36.1948955916473,74.3131868131868,9.50118764845606,47.901821060966,33.502538071066,67.9186228482003,10.9819121447028,35.7676348547718,43.8167259786477,60.6440071556351,54.2245989304813,0.0920661451411818,0.0887780685289967,78.5,0.21,1.67,1.89,1.72,2.94,0.94,1.78,26.31,19.39,24.24,22,21.74,12.58,30.63,25.28,26,7.43,10.6,20.93,26.71,25.72,14.53,12.05,27.7,"1",1,"No"
2017,72,119.1,91.4,15.3,17.1,52.9006677796327,15.6602814785356,33.4996436208125,40.9432387312187,21.3953488372093,53.7674418604651,24.8372093023256,19.2562592047128,54.7864506627393,25.9572901325479,74.2078,72.0197,113.827,119.073,96.0022,91.3506,27.7224,74.8355,72.7658,114.251,119.139,95.2333,91.8728,27.2664,52.8658536585366,35.3174603174603,70.3363914373089,13.0434782608696,48.2803374432187,30.5989583333333,67.5710594315245,7.74390243902439,31.5525876460768,33.2611520138588,51.5873015873016,44.0245148110317,0.0809526965820464,0.0643379509953382,77.43,1.44,2.2,-1.49,0.18,0.98,1.82,0.96,29.82,19.13,13.76,24.8,21.96,20.34,43.27,25.04,10.35,13.6,7.7,25.87,29.97,17.36,17.26,9.52,27.7,"2",1,"No"
2023,63.5,118.1,90.4,18.9,17.9,52.2923286427599,15.4220483189446,37.1182458888019,28.869723104857,16.8231046931408,52.4187725631769,30.7581227436823,22.3894637817498,44.590780809031,33.0197554092192,64.8422,63.5389,115.652,118.144,88.7213,90.4269,27.7167,64.7857,63.3299,116.021,118.387,87.4193,89.5678,28.8196,53.0701754385965,34.0119760479042,73.2704402515723,16.651418115279,43.3668801463861,27.8571428571429,68.8856729377713,6.65204678362573,37.9028597367227,43.4557682359027,53.8613861386139,53.1073446327684,0.122125950201372,0.0829456112289184,76.74,-1.26,0.11,-0.09,-0.74,0.27,-0.57,1.46,26.85,18.61,20.11,17.18,24.68,19.36,34.71,35.17,16.58,8.01,5.44,25.12,27.61,19.73,15.01,12.47,27.7,"1",1,"No"
